Date,Time,HomeTeam,Score,AwayTeam,Week,Season
29/09/1990,21:30,Est. Amadora,1-2,Sporting,J6,1990-1991
29/09/1990,21:00,União Madeira,1-3,FC Porto,J6,1990-1991
29/09/1990,21:00,Belenenses,0-2,Benfica,J6,1990-1991
29/09/1990,17:00,Vitória SC,2-0,Farense,J6,1990-1991
23/09/1990,17:00,Tirsense,0-1,União Madeira,J5,1990-1991
23/09/1990,17:00,Sporting,1-0,Belenenses,J5,1990-1991
23/09/1990,17:00,Gil Vicente,0-0,Vitória SC,J5,1990-1991
23/09/1990,17:00,GD Chaves,1-1,Nacional,J5,1990-1991
23/09/1990,17:00,Farense,1-0,FC Famalicão,J5,1990-1991
23/09/1990,17:00,FC Porto,2-0,Est. Amadora,J5,1990-1991
23/09/1990,17:00,Benfica,1-1,Boavista,J5,1990-1991
23/09/1990,17:00,Beira-Mar,3-0,FC Penafiel,J5,1990-1991
22/09/1990,21:30,SC Braga,2-3,Vitória FC,J5,1990-1991
22/09/1990,21:30,Marítimo,0-2,SC Salgueiros,J5,1990-1991
16/09/1990,17:00,Vitória FC,0-0,FC Famalicão,J4,1990-1991
16/09/1990,17:00,Nacional,1-0,SC Braga,J4,1990-1991
16/09/1990,17:00,Gil Vicente,2-1,Farense,J4,1990-1991
16/09/1990,17:00,FC Penafiel,1-1,Marítimo,J4,1990-1991
16/09/1990,17:00,Belenenses,0-1,FC Porto,J4,1990-1991
15/09/1990,21:30,Boavista,0-3,Sporting,J4,1990-1991
15/09/1990,17:00,Vitória SC,1-1,Beira-Mar,J4,1990-1991
15/09/1990,17:00,União Madeira,1-1,GD Chaves,J4,1990-1991
15/09/1990,17:00,SC Salgueiros,0-3,Benfica,J4,1990-1991
15/09/1990,17:00,Est. Amadora,1-1,Tirsense,J4,1990-1991
08/09/1990,,SC Braga,1-2,União Madeira,J3,1990-1991
02/09/1990,,Tirsense,1-0,Belenenses,J3,1990-1991
02/09/1990,,Sporting,5-1,SC Salgueiros,J3,1990-1991
02/09/1990,,GD Chaves,1-3,Est. Amadora,J3,1990-1991
02/09/1990,,Farense,2-0,Vitória FC,J3,1990-1991
02/09/1990,,FC Famalicão,0-0,Nacional,J3,1990-1991
02/09/1990,,Benfica,2-0,FC Penafiel,J3,1990-1991
02/09/1990,,Beira-Mar,0-0,Gil Vicente,J3,1990-1991
01/09/1990,,Marítimo,1-2,Vitória SC,J3,1990-1991
01/09/1990,,FC Porto,3-1,Boavista,J3,1990-1991
26/08/1990,17:00,União Madeira,2-1,FC Famalicão,J2,1990-1991
26/08/1990,17:00,Nacional,1-1,Vitória FC,J2,1990-1991
26/08/1990,17:00,Gil Vicente,2-0,Marítimo,J2,1990-1991
26/08/1990,17:00,FC Penafiel,2-5,Sporting,J2,1990-1991
26/08/1990,17:00,Est. Amadora,2-0,SC Braga,J2,1990-1991
26/08/1990,17:00,Belenenses,2-0,GD Chaves,J2,1990-1991
26/08/1990,17:00,Beira-Mar,0-0,Farense,J2,1990-1991
25/08/1990,21:30,Vitória SC,0-2,Benfica,J2,1990-1991
25/08/1990,21:00,SC Salgueiros,1-3,FC Porto,J2,1990-1991
25/08/1990,21:00,Boavista,1-1,Tirsense,J2,1990-1991
19/08/1990,18:00,Sporting,3-0,Vitória SC,J1,1990-1991
19/08/1990,17:00,Tirsense,2-1,SC Salgueiros,J1,1990-1991
19/08/1990,17:00,Marítimo,2-2,Beira-Mar,J1,1990-1991
19/08/1990,17:00,GD Chaves,0-1,Boavista,J1,1990-1991
19/08/1990,17:00,Farense,2-1,Nacional,J1,1990-1991
19/08/1990,17:00,FC Famalicão,1-1,Est. Amadora,J1,1990-1991
18/08/1990,21:30,SC Braga,2-0,Belenenses,J1,1990-1991
18/08/1990,21:00,FC Porto,2-0,FC Penafiel,J1,1990-1991
20/05/1990,,Sporting,2-0,Vitória FC,J34,1989-1990
20/05/1990,,SC Braga,1-1,União Madeira,J34,1989-1990
20/05/1990,,Portimonense,1-3,Vitória SC,J34,1989-1990
20/05/1990,,Marítimo,1-0,Est. Amadora,J34,1989-1990
20/05/1990,,GD Chaves,3-0,Tirsense,J34,1989-1990
20/05/1990,,Feirense,1-3,Boavista,J34,1989-1990
20/05/1990,,FC Porto,2-2,Beira-Mar,J34,1989-1990
20/05/1990,,FC Penafiel,0-2,Nacional,J34,1989-1990
20/05/1990,,Benfica,1-0,Belenenses,J34,1989-1990
13/05/1990,16:00,Vitória SC,0-2,FC Porto,J33,1989-1990
13/05/1990,16:00,Vitória FC,3-1,Portimonense,J33,1989-1990
13/05/1990,16:00,União Madeira,0-0,Marítimo,J33,1989-1990
13/05/1990,16:00,Tirsense,1-1,Feirense,J33,1989-1990
13/05/1990,16:00,Nacional,1-1,GD Chaves,J33,1989-1990
13/05/1990,16:00,Est. Amadora,0-1,Benfica,J33,1989-1990
13/05/1990,16:00,Boavista,2-0,SC Braga,J33,1989-1990
13/05/1990,16:00,Belenenses,1-0,Sporting,J33,1989-1990
13/05/1990,16:00,Beira-Mar,0-0,FC Penafiel,J33,1989-1990
06/05/1990,16:00,Sporting,2-0,Est. Amadora,J32,1989-1990
06/05/1990,16:00,SC Braga,1-1,Tirsense,J32,1989-1990
06/05/1990,16:00,Nacional,2-0,Beira-Mar,J32,1989-1990
06/05/1990,16:00,Marítimo,3-1,Boavista,J32,1989-1990
06/05/1990,16:00,Feirense,1-2,GD Chaves,J32,1989-1990
06/05/1990,16:00,FC Porto,1-0,Vitória FC,J32,1989-1990
06/05/1990,16:00,FC Penafiel,2-1,Vitória SC,J32,1989-1990
06/05/1990,,Portimonense,3-1,Belenenses,J32,1989-1990
06/05/1990,,Benfica,4-2,União Madeira,J32,1989-1990
03/05/1990,16:00,Feirense,0-0,Vitória FC,J21,1989-1990
29/04/1990,,Vitória SC,2-2,Nacional,J31,1989-1990
29/04/1990,,Vitória FC,3-1,FC Penafiel,J31,1989-1990
29/04/1990,,União Madeira,0-0,Sporting,J31,1989-1990
29/04/1990,,Tirsense,1-0,Marítimo,J31,1989-1990
29/04/1990,,GD Chaves,2-1,Beira-Mar,J31,1989-1990
29/04/1990,,Feirense,3-1,SC Braga,J31,1989-1990
29/04/1990,,Est. Amadora,4-2,Portimonense,J31,1989-1990
29/04/1990,,Belenenses,1-0,FC Porto,J31,1989-1990
28/04/1990,,Boavista,1-0,Benfica,J31,1989-1990
25/04/1990,,Sporting,2-2,Boavista,J30,1989-1990
25/04/1990,,SC Braga,1-1,GD Chaves,J30,1989-1990
25/04/1990,,Portimonense,2-0,União Madeira,J30,1989-1990
25/04/1990,,Nacional,3-1,Vitória FC,J30,1989-1990
25/04/1990,,Marítimo,2-0,Feirense,J30,1989-1990
25/04/1990,,FC Porto,2-0,Est. Amadora,J30,1989-1990
25/04/1990,,FC Penafiel,1-0,Belenenses,J30,1989-1990
25/04/1990,,Benfica,1-0,Tirsense,J30,1989-1990
25/04/1990,,Beira-Mar,0-2,Vitória SC,J30,1989-1990
22/04/1990,20:00,União Madeira,0-2,FC Porto,J29,1989-1990
22/04/1990,16:00,Tirsense,1-1,Sporting,J29,1989-1990
22/04/1990,16:00,SC Braga,3-0,Marítimo,J29,1989-1990
22/04/1990,16:00,Feirense,1-1,Benfica,J29,1989-1990
22/04/1990,16:00,Est. Amadora,0-1,FC Penafiel,J29,1989-1990
22/04/1990,16:00,Boavista,1-0,Portimonense,J29,1989-1990
21/04/1990,21:30,GD Chaves,0-0,Vitória SC,J29,1989-1990
21/04/1990,16:00,Vitória FC,0-0,Beira-Mar,J29,1989-1990
21/04/1990,16:00,Belenenses,1-0,Nacional,J29,1989-1990
14/04/1990,20:00,Nacional,1-0,Est. Amadora,J28,1989-1990
14/04/1990,16:00,Vitória SC,2-1,Vitória FC,J28,1989-1990
14/04/1990,16:00,Sporting,3-2,Feirense,J28,1989-1990
14/04/1990,16:00,Portimonense,1-1,Tirsense,J28,1989-1990
14/04/1990,16:00,Marítimo,0-0,GD Chaves,J28,1989-1990
14/04/1990,16:00,FC Porto,3-1,Boavista,J28,1989-1990
14/04/1990,16:00,FC Penafiel,0-0,União Madeira,J28,1989-1990
14/04/1990,16:00,Benfica,3-1,SC Braga,J28,1989-1990
14/04/1990,16:00,Beira-Mar,1-0,Belenenses,J28,1989-1990
08/04/1990,16:00,Tirsense,1-2,FC Porto,J27,1989-1990
08/04/1990,16:00,SC Braga,1-1,Sporting,J27,1989-1990
08/04/1990,16:00,GD Chaves,2-0,Vitória FC,J27,1989-1990
08/04/1990,16:00,Est. Amadora,3-1,Beira-Mar,J27,1989-1990
08/04/1990,16:00,Boavista,3-0,FC Penafiel,J27,1989-1990
08/04/1990,16:00,Belenenses,4-0,Vitória SC,J27,1989-1990
07/04/1990,21:30,Marítimo,1-1,Benfica,J27,1989-1990
07/04/1990,16:00,União Madeira,3-2,Nacional,J27,1989-1990
07/04/1990,16:00,Feirense,1-1,Portimonense,J27,1989-1990
01/04/1990,16:00,Vitória SC,0-0,Est. Amadora,J26,1989-1990
01/04/1990,16:00,Vitória FC,0-2,Belenenses,J26,1989-1990
01/04/1990,16:00,Sporting,1-0,Marítimo,J26,1989-1990
01/04/1990,16:00,Portimonense,1-0,SC Braga,J26,1989-1990
01/04/1990,16:00,Nacional,2-1,Boavista,J26,1989-1990
01/04/1990,16:00,FC Porto,3-1,Feirense,J26,1989-1990
01/04/1990,16:00,FC Penafiel,0-0,Tirsense,J26,1989-1990
01/04/1990,16:00,Beira-Mar,1-0,União Madeira,J26,1989-1990
31/03/1990,21:30,Benfica,2-0,GD Chaves,J26,1989-1990
25/03/1990,16:00,União Madeira,1-1,Vitória SC,J25,1989-1990
25/03/1990,16:00,SC Braga,1-2,FC Porto,J25,1989-1990
25/03/1990,16:00,Boavista,1-2,Beira-Mar,J25,1989-1990
25/03/1990,16:00,Benfica,2-1,Sporting,J25,1989-1990
24/03/1990,21:30,Est. Amadora,0-1,Vitória FC,J25,1989-1990
24/03/1990,16:00,Tirsense,1-0,Nacional,J25,1989-1990
24/03/1990,16:00,Marítimo,1-1,Portimonense,J25,1989-1990
24/03/1990,15:30,Feirense,2-1,FC Penafiel,J25,1989-1990
24/03/1990,15:00,GD Chaves,1-1,Belenenses,J25,1989-1990
18/03/1990,19:00,Belenenses,2-1,Est. Amadora,J24,1989-1990
18/03/1990,16:00,Vitória SC,0-1,Boavista,J24,1989-1990
18/03/1990,16:00,Nacional,3-0,Feirense,J24,1989-1990
18/03/1990,15:00,Sporting,1-1,GD Chaves,J24,1989-1990
18/03/1990,15:00,FC Porto,4-1,Marítimo,J24,1989-1990
18/03/1990,15:00,FC Penafiel,1-0,SC Braga,J24,1989-1990
18/03/1990,15:00,Beira-Mar,1-0,Tirsense,J24,1989-1990
17/03/1990,21:00,Portimonense,2-3,Benfica,J24,1989-1990
17/03/1990,15:00,Vitória FC,0-0,União Madeira,J24,1989-1990
11/03/1990,15:00,União Madeira,1-0,Belenenses,J23,1989-1990
11/03/1990,15:00,Tirsense,0-0,Vitória SC,J23,1989-1990
11/03/1990,15:00,SC Braga,2-0,Nacional,J23,1989-1990
11/03/1990,15:00,GD Chaves,0-1,Est. Amadora,J23,1989-1990
11/03/1990,15:00,Boavista,1-2,Vitória FC,J23,1989-1990
11/03/1990,15:00,Benfica,0-0,FC Porto,J23,1989-1990
10/03/1990,16:00,Sporting,1-0,Portimonense,J23,1989-1990
10/03/1990,16:00,Marítimo,2-1,FC Penafiel,J23,1989-1990
10/03/1990,15:30,Feirense,1-2,Beira-Mar,J23,1989-1990
04/03/1990,19:00,Belenenses,1-0,Boavista,J22,1989-1990
04/03/1990,16:00,Vitória SC,4-0,Feirense,J22,1989-1990
04/03/1990,16:00,Nacional,0-0,Marítimo,J22,1989-1990
04/03/1990,15:00,Vitória FC,4-2,Tirsense,J22,1989-1990
04/03/1990,15:00,Portimonense,0-1,GD Chaves,J22,1989-1990
04/03/1990,15:00,FC Porto,3-2,Sporting,J22,1989-1990
04/03/1990,15:00,Est. Amadora,1-1,União Madeira,J22,1989-1990
04/03/1990,15:00,Beira-Mar,3-1,SC Braga,J22,1989-1990
03/03/1990,21:30,FC Penafiel,0-4,Benfica,J22,1989-1990
24/02/1990,21:30,Portimonense,0-1,FC Porto,J21,1989-1990
24/02/1990,16:00,Marítimo,1-0,Beira-Mar,J21,1989-1990
24/02/1990,15:30,SC Braga,1-3,Vitória SC,J21,1989-1990
24/02/1990,15:00,Tirsense,1-0,Belenenses,J21,1989-1990
24/02/1990,15:00,Sporting,2-1,FC Penafiel,J21,1989-1990
24/02/1990,15:00,GD Chaves,2-1,União Madeira,J21,1989-1990
24/02/1990,15:00,Boavista,2-0,Est. Amadora,J21,1989-1990
24/02/1990,15:00,Benfica,1-1,Nacional,J21,1989-1990
18/02/1990,16:00,União Madeira,1-1,Boavista,J20,1989-1990
18/02/1990,15:00,Vitória SC,0-0,Marítimo,J20,1989-1990
18/02/1990,15:00,Vitória FC,1-0,SC Braga,J20,1989-1990
18/02/1990,15:00,FC Porto,4-1,GD Chaves,J20,1989-1990
18/02/1990,15:00,FC Penafiel,2-0,Portimonense,J20,1989-1990
18/02/1990,15:00,Est. Amadora,2-0,Tirsense,J20,1989-1990
18/02/1990,15:00,Belenenses,1-0,Feirense,J20,1989-1990
18/02/1990,15:00,Beira-Mar,0-2,Benfica,J20,1989-1990
17/02/1990,21:30,Nacional,1-1,Sporting,J20,1989-1990
11/02/1990,15:00,Tirsense,3-0,União Madeira,J19,1989-1990
11/02/1990,15:00,SC Braga,3-0,Belenenses,J19,1989-1990
11/02/1990,15:00,Portimonense,2-1,Nacional,J19,1989-1990
11/02/1990,15:00,Marítimo,0-0,Vitória FC,J19,1989-1990
11/02/1990,15:00,FC Porto,4-0,FC Penafiel,J19,1989-1990
11/02/1990,15:00,Benfica,2-0,Vitória SC,J19,1989-1990
10/02/1990,21:30,GD Chaves,1-0,Boavista,J19,1989-1990
10/02/1990,15:30,Sporting,2-0,Beira-Mar,J19,1989-1990
10/02/1990,15:00,Feirense,1-1,Est. Amadora,J19,1989-1990
28/01/1990,15:00,Vitória SC,1-1,Sporting,J18,1989-1990
28/01/1990,15:00,Vitória FC,1-2,Benfica,J18,1989-1990
28/01/1990,15:00,União Madeira,1-1,Feirense,J18,1989-1990
28/01/1990,15:00,FC Penafiel,0-0,GD Chaves,J18,1989-1990
28/01/1990,15:00,Est. Amadora,0-0,SC Braga,J18,1989-1990
28/01/1990,15:00,Boavista,0-0,Tirsense,J18,1989-1990
28/01/1990,15:00,Belenenses,1-0,Marítimo,J18,1989-1990
28/01/1990,15:00,Beira-Mar,0-0,Portimonense,J18,1989-1990
27/01/1990,21:30,Nacional,0-3,FC Porto,J18,1989-1990
24/01/1990,21:30,Nacional,3-0,Belenenses,J12,1989-1990
23/01/1990,15:00,Boavista,4-0,Feirense,J17,1989-1990
21/01/1990,15:00,Vitória SC,2-0,Portimonense,J17,1989-1990
21/01/1990,15:00,União Madeira,0-0,SC Braga,J17,1989-1990
21/01/1990,15:00,Tirsense,0-1,GD Chaves,J17,1989-1990
21/01/1990,15:00,Belenenses,0-0,Benfica,J17,1989-1990
21/01/1990,15:00,Beira-Mar,0-1,FC Porto,J17,1989-1990
20/01/1990,21:45,Vitória FC,1-1,Sporting,J17,1989-1990
20/01/1990,16:00,Nacional,1-1,FC Penafiel,J17,1989-1990
17/01/1990,19:30,Est. Amadora,3-0,Marítimo,J17,1989-1990
14/01/1990,15:00,Sporting,1-0,Belenenses,J16,1989-1990
14/01/1990,15:00,SC Braga,0-0,Boavista,J16,1989-1990
14/01/1990,15:00,Marítimo,1-0,União Madeira,J16,1989-1990
14/01/1990,15:00,GD Chaves,3-3,Nacional,J16,1989-1990
14/01/1990,15:00,FC Porto,1-1,Vitória SC,J16,1989-1990
14/01/1990,15:00,FC Penafiel,0-0,Beira-Mar,J16,1989-1990
14/01/1990,15:00,Benfica,2-0,Est. Amadora,J16,1989-1990
13/01/1990,21:30,Portimonense,0-1,Vitória FC,J16,1989-1990
13/01/1990,15:00,Feirense,0-0,Tirsense,J16,1989-1990
07/01/1990,19:00,União Madeira,0-3,Benfica,J15,1989-1990
07/01/1990,15:00,Vitória SC,2-0,FC Penafiel,J15,1989-1990
07/01/1990,15:00,Vitória FC,0-1,FC Porto,J15,1989-1990
07/01/1990,15:00,Tirsense,0-0,SC Braga,J15,1989-1990
07/01/1990,15:00,GD Chaves,0-0,Feirense,J15,1989-1990
07/01/1990,15:00,Boavista,1-1,Marítimo,J15,1989-1990
07/01/1990,15:00,Belenenses,1-0,Portimonense,J15,1989-1990
06/01/1990,21:30,Est. Amadora,0-0,Sporting,J15,1989-1990
30/12/1989,21:30,FC Penafiel,1-0,Vitória FC,J14,1989-1990
30/12/1989,15:00,Sporting,2-0,União Madeira,J14,1989-1990
30/12/1989,15:00,SC Braga,3-1,Feirense,J14,1989-1990
30/12/1989,15:00,Portimonense,1-0,Est. Amadora,J14,1989-1990
30/12/1989,15:00,Marítimo,0-0,Tirsense,J14,1989-1990
30/12/1989,15:00,FC Porto,3-0,Belenenses,J14,1989-1990
30/12/1989,15:00,Benfica,1-1,Boavista,J14,1989-1990
23/12/1989,15:00,Vitória SC,2-0,Beira-Mar,J13,1989-1990
23/12/1989,15:00,Vitória FC,3-0,Nacional,J13,1989-1990
23/12/1989,15:00,Tirsense,1-1,Benfica,J13,1989-1990
23/12/1989,15:00,GD Chaves,1-1,SC Braga,J13,1989-1990
23/12/1989,15:00,Feirense,2-0,Marítimo,J13,1989-1990
23/12/1989,15:00,Est. Amadora,1-1,FC Porto,J13,1989-1990
23/12/1989,15:00,Belenenses,2-1,FC Penafiel,J13,1989-1990
22/12/1989,21:30,Boavista,0-0,Sporting,J13,1989-1990
16/12/1989,17:00,Vitória SC,1-0,GD Chaves,J12,1989-1990
16/12/1989,15:00,Sporting,1-0,Tirsense,J12,1989-1990
16/12/1989,15:00,Portimonense,0-2,Boavista,J12,1989-1990
16/12/1989,15:00,FC Porto,1-0,União Madeira,J12,1989-1990
16/12/1989,15:00,FC Penafiel,1-0,Est. Amadora,J12,1989-1990
16/12/1989,15:00,Benfica,3-1,Feirense,J12,1989-1990
16/12/1989,15:00,Beira-Mar,0-0,Vitória FC,J12,1989-1990
15/12/1989,21:30,Marítimo,1-1,SC Braga,J12,1989-1990
13/12/1989,21:00,Benfica,5-1,Vitória FC,J1,1989-1990
03/12/1989,16:00,União Madeira,2-1,FC Penafiel,J11,1989-1990
03/12/1989,15:30,SC Braga,0-4,Benfica,J11,1989-1990
03/12/1989,15:00,Vitória FC,0-1,Vitória SC,J11,1989-1990
03/12/1989,15:00,Tirsense,1-0,Portimonense,J11,1989-1990
03/12/1989,15:00,GD Chaves,2-1,Marítimo,J11,1989-1990
03/12/1989,15:00,Feirense,1-2,Sporting,J11,1989-1990
03/12/1989,15:00,Est. Amadora,3-0,Nacional,J11,1989-1990
03/12/1989,15:00,Belenenses,1-0,Beira-Mar,J11,1989-1990
02/12/1989,21:30,Boavista,0-1,FC Porto,J11,1989-1990
26/11/1989,15:00,Vitória FC,4-1,GD Chaves,J10,1989-1990
26/11/1989,15:00,Sporting,0-0,SC Braga,J10,1989-1990
26/11/1989,15:00,Portimonense,2-0,Feirense,J10,1989-1990
26/11/1989,15:00,Nacional,0-0,União Madeira,J10,1989-1990
26/11/1989,15:00,FC Porto,7-0,Tirsense,J10,1989-1990
26/11/1989,15:00,FC Penafiel,2-1,Boavista,J10,1989-1990
26/11/1989,15:00,Beira-Mar,1-0,Est. Amadora,J10,1989-1990
25/11/1989,21:00,Vitória SC,2-1,Belenenses,J10,1989-1990
25/11/1989,16:00,Benfica,4-0,Marítimo,J10,1989-1990
19/11/1989,19:00,GD Chaves,0-0,Benfica,J9,1989-1990
19/11/1989,15:00,Tirsense,1-1,FC Penafiel,J9,1989-1990
19/11/1989,15:00,SC Braga,3-1,Portimonense,J9,1989-1990
19/11/1989,15:00,Feirense,1-4,FC Porto,J9,1989-1990
19/11/1989,15:00,Est. Amadora,1-2,Vitória SC,J9,1989-1990
19/11/1989,15:00,Boavista,4-1,Nacional,J9,1989-1990
19/11/1989,15:00,Belenenses,0-0,Vitória FC,J9,1989-1990
18/11/1989,21:30,Marítimo,1-2,Sporting,J9,1989-1990
18/11/1989,16:00,União Madeira,4-1,Beira-Mar,J9,1989-1990
12/11/1989,16:00,Nacional,0-0,Vitória SC,J14,1989-1990
11/11/1989,16:00,União Madeira,2-0,Portimonense,J13,1989-1990
05/11/1989,16:00,Nacional,0-0,Tirsense,J8,1989-1990
05/11/1989,15:00,Vitória SC,3-0,União Madeira,J8,1989-1990
05/11/1989,15:00,Sporting,0-1,Benfica,J8,1989-1990
05/11/1989,15:00,Portimonense,2-2,Marítimo,J8,1989-1990
05/11/1989,15:00,FC Porto,3-0,SC Braga,J8,1989-1990
05/11/1989,15:00,FC Penafiel,2-0,Feirense,J8,1989-1990
05/11/1989,15:00,Beira-Mar,2-0,Boavista,J8,1989-1990
04/11/1989,21:30,Vitória FC,2-1,Est. Amadora,J8,1989-1990
04/11/1989,15:00,Belenenses,3-0,GD Chaves,J8,1989-1990
29/10/1989,15:00,Tirsense,2-0,Beira-Mar,J7,1989-1990
29/10/1989,15:00,GD Chaves,2-1,Sporting,J7,1989-1990
29/10/1989,15:00,Est. Amadora,4-1,Belenenses,J7,1989-1990
29/10/1989,15:00,Boavista,1-2,Vitória SC,J7,1989-1990
28/10/1989,21:30,Marítimo,0-0,FC Porto,J7,1989-1990
28/10/1989,16:00,União Madeira,1-1,Vitória FC,J7,1989-1990
28/10/1989,16:00,Benfica,5-0,Portimonense,J7,1989-1990
28/10/1989,15:00,SC Braga,3-0,FC Penafiel,J7,1989-1990
28/10/1989,15:00,Feirense,1-1,Nacional,J7,1989-1990
22/10/1989,15:30,Nacional,0-0,SC Braga,J6,1989-1990
22/10/1989,15:00,Vitória SC,1-0,Tirsense,J6,1989-1990
22/10/1989,15:00,Portimonense,0-2,Sporting,J6,1989-1990
22/10/1989,15:00,FC Porto,1-0,Benfica,J6,1989-1990
22/10/1989,15:00,FC Penafiel,0-1,Marítimo,J6,1989-1990
22/10/1989,15:00,Est. Amadora,1-1,GD Chaves,J6,1989-1990
22/10/1989,15:00,Belenenses,2-0,União Madeira,J6,1989-1990
22/10/1989,15:00,Beira-Mar,1-0,Feirense,J6,1989-1990
21/10/1989,21:30,Vitória FC,1-0,Boavista,J6,1989-1990
15/10/1989,16:00,Marítimo,2-2,Nacional,J5,1989-1990
15/10/1989,15:00,Tirsense,2-1,Vitória FC,J5,1989-1990
15/10/1989,15:00,Sporting,1-0,FC Porto,J5,1989-1990
15/10/1989,15:00,GD Chaves,4-2,Portimonense,J5,1989-1990
15/10/1989,15:00,Feirense,0-0,Vitória SC,J5,1989-1990
14/10/1989,21:30,Boavista,4-2,Belenenses,J5,1989-1990
14/10/1989,16:00,Benfica,7-0,FC Penafiel,J5,1989-1990
14/10/1989,15:30,União Madeira,1-2,Est. Amadora,J5,1989-1990
14/10/1989,15:00,SC Braga,2-0,Beira-Mar,J5,1989-1990
08/10/1989,15:00,Beira-Mar,1-0,Nacional,J15,1989-1990
24/09/1989,21:30,FC Porto,4-0,Portimonense,J4,1989-1990
24/09/1989,15:30,Vitória SC,2-0,SC Braga,J4,1989-1990
24/09/1989,15:00,Vitória FC,2-0,Feirense,J4,1989-1990
24/09/1989,15:00,FC Penafiel,0-0,Sporting,J4,1989-1990
24/09/1989,15:00,Beira-Mar,0-0,Marítimo,J4,1989-1990
23/09/1989,21:30,Nacional,1-4,Benfica,J4,1989-1990
23/09/1989,17:00,Belenenses,1-0,Tirsense,J4,1989-1990
23/09/1989,16:00,União Madeira,1-1,GD Chaves,J4,1989-1990
23/09/1989,15:00,Est. Amadora,3-2,Boavista,J4,1989-1990
10/09/1989,17:00,Sporting,2-0,Nacional,J3,1989-1990
10/09/1989,17:00,GD Chaves,1-2,FC Porto,J3,1989-1990
10/09/1989,16:00,Marítimo,2-3,Vitória SC,J3,1989-1990
09/09/1989,21:30,Tirsense,0-0,Est. Amadora,J3,1989-1990
09/09/1989,21:30,Portimonense,2-1,FC Penafiel,J3,1989-1990
09/09/1989,21:30,Feirense,1-0,Belenenses,J3,1989-1990
09/09/1989,21:30,Boavista,5-1,União Madeira,J3,1989-1990
09/09/1989,21:00,Benfica,5-0,Beira-Mar,J3,1989-1990
09/09/1989,17:00,SC Braga,0-3,Vitória FC,J3,1989-1990
03/09/1989,17:00,Beira-Mar,0-0,GD Chaves,J14,1989-1990
27/08/1989,16:00,União Madeira,0-0,Tirsense,J2,1989-1990
26/08/1989,21:30,Vitória SC,1-1,Benfica,J2,1989-1990
26/08/1989,21:30,FC Penafiel,0-2,FC Porto,J2,1989-1990
26/08/1989,17:00,Vitória FC,2-1,Marítimo,J2,1989-1990
26/08/1989,17:00,Est. Amadora,3-0,Feirense,J2,1989-1990
26/08/1989,17:00,Boavista,2-0,GD Chaves,J2,1989-1990
26/08/1989,17:00,Belenenses,2-1,SC Braga,J2,1989-1990
26/08/1989,17:00,Beira-Mar,0-1,Sporting,J2,1989-1990
26/08/1989,16:00,Nacional,1-1,Portimonense,J2,1989-1990
20/08/1989,17:00,Tirsense,1-1,Boavista,J1,1989-1990
20/08/1989,17:00,Sporting,3-2,Vitória SC,J1,1989-1990
20/08/1989,17:00,GD Chaves,3-2,FC Penafiel,J1,1989-1990
20/08/1989,16:00,Marítimo,0-0,Belenenses,J1,1989-1990
19/08/1989,21:30,SC Braga,1-0,Est. Amadora,J1,1989-1990
19/08/1989,21:30,Portimonense,2-2,Beira-Mar,J1,1989-1990
19/08/1989,21:30,Feirense,1-0,União Madeira,J1,1989-1990
19/08/1989,21:30,FC Porto,2-0,Nacional,J1,1989-1990
21/05/1989,17:00,SC Braga,1-1,Nacional,J38,1988-1989
